voltage,
325,
328,
327,
327,
326,
325,
326,
326,
326,
333,
326,
326,
328,
326,
328,
330,
329,
326,
327,
321,
321,
327,
326,
321,
327,
327,
327,
327,
331,
322,
326,
325,
328,
323,
326,
327,
327,
326,
326,
331,
327,
324,
326,
325,
327,
331,
325,
327,
325,
328,
0,
