voltage,
334,
325,
326,
327,
333,
327,
326,
327,
325,
327,
327,
327,
326,
328,
327,
326,
326,
329,
325,
325,
327,
331,
329,
327,
327,
334,
325,
326,
327,
333,
327,
326,
327,
325,
326,
322,
326,
327,
325,
326,
327,
326,
325,
331,
323,
327,
326,
329,
327,
323,
324,
327,
325,
326,
325,
327,
326,
327,
325,
327,
326,
324,
326,
332,
326,
326,
336,
327,
325,
326,
325,
327,
325,
325,
328,
327,
327,
325,
327,
327,
322,
329,
328,
329,
326,
326,
327,
325,
325,
328,
327,
326,
327,
327,
327,
325,
329,
327,
327,
326,
326,
328,
325,
324,
327,
326,
327,
327,
329,
327,
326,
327,
328,
326,
325,
330,
327,
327,
325,
328,
326,
326,
326,
330,
327,
328,
327,
327,
328,
326,
327,
332,
328,
327,
326,
327,
325,
326,
326,
326,
327,
330,
327,
328,
323,
328,
327,
329,
325,
326,
327,
327,
327,
327,
327,
324,
314,
324,
327,
327,
326,
328,
327,
325,
322,
328,
328,
327,
325,
327,
326,
325,
326,
328,
334,
328,
326,
327,
328,
327,
327,
323,
328,
328,
327,
327,
326,
326,
324,
327,
327,
328,
327,
324,
326,
327,
327,
327,
330,
324,
326,
326,
327,
327,
323,
327,
328,
327,
326,
329,
327,
324,
327,
326,
327,
325,
327,
326,
327,
330,
326,
339,
327,
327,
327,
326,
335,
330,
328,
329,
326,
325,
327,
325,
327,
325,
326,
328,
331,
323,
328,
325,
326,
328,
327,
326,
324,
327,
329,
328,
327,
327,
327,
326,
325,
327,
327,
327,
328,
327,
326,
327,
326,
328,
330,
327,
327,
327,
326,
327,
328,
327,
327,
328,
327,
326,
327,
326,
327,
328,
333,
327,
326,
326,
326,
325,
327,
327,
325,
330,
327,
329,
327,
328,
323,
327,
327,
328,
326,
327,
324,
327,
327,
326,
327,
323,
327,
326,
326,
327,
328,
327,
326,
327,
327,
328,
327,
328,
327,
328,
327,
328,
327,
326,
326,
327,
330,
329,
328,
326,
323,
327,
328,
327,
328,
328,
327,
326,
327,
326,
325,
327,
324,
325,
327,
328,
325,
324,
327,
328,
326,
327,
329,
327,
326,
326,
321,
326,
328,
327,
325,
325,
327,
324,
329,
327,
327,
329,
327,
335,
326,
326,
328,
328,
326,
327,
326,
328,
325,
332,
327,
326,
327,
331,
327,
325,
326,
326,
327,
326,
328,
327,
327,
326,
326,
328,
326,
328,
328,
328,
326,
323,
330,
328,
328,
327,
326,
327,
326,
327,
326,
326,
327,
326,
328,
327,
327,
329,
327,
327,
326,
327,
327,
325,
333,
327,
327,
327,
327,
326,
327,
325,
321,
331,
327,
324,
328,
328,
328,
327,
328,
326,
325,
333,
327,
326,
325,
327,
327,
331,
328,
327,
328,
327,
328,
327,
328,
328,
328,
326,
325,
327,
327,
327,
325,
327,
328,
327,
325,
326,
327,
327,
328,
327,
327,
326,
328,
327,
326,
328,
328,
327,
327,
326,
327,
326,
328,
326,
323,
328,
327,
326,
329,
327,
328,
326,
328,
329,
324,
326,
328,
327,
324,
326,
327,
326,
326,
324,
326,
325,
327,
325,
325,
327,
327,
328,
326,
326,
325,
323,
327,
325,
324,
328,
327,
325,
325,
324,
324,
327,
327,
328,
326,
325,
324,
327,
327,
327,
327,
327,
326,
328,
327,
326,
327,
329,
331,
324,
325,
327,
323,
328,
323,
326,
324,
328,
330,
327,
327,
327,
328,
326,
327,
327,
327,
327,
328,
326,
327,
328,
326,
328,
324,
326,
326,
325,
325,
327,
325,
325,
327,
323,
327,
327,
328,
327,
329,
327,
328,
326,
326,
327,
328,
327,
325,
327,
327,
327,
326,
327,
327,
328,
327,
328,
327,
326,
336,
326,
324,
325,
327,
326,
323,
326,
327,
327,
327,
325,
329,
328,
325,
327,
326,
326,
325,
326,
325,
328,
327,
327,
327,
328,
328,
331,
327,
330,
327,
320,
326,
322,
328,
327,
328,
322,
326,
330,
327,
323,
328,
328,
327,
330,
327,
327,
326,
328,
327,
327,
326,
328,
327,
328,
326,
327,
326,
325,
327,
327,
327,
329,
328,
327,
327,
325,
326,
322,
327,
329,
327,
327,
320,
327,
328,
327,
327,
326,
328,
327,
325,
326,
329,
325,
327,
329,
327,
326,
326,
328,
327,
326,
326,
327,
328,
325,
324,
327,
328,
325,
326,
327,
327,
327,
326,
327,
328,
326,
325,
327,
328,
327,
329,
327,
326,
326,
327,
330,
332,
327,
325,
328,
320,
325,
326,
326,
327,
326,
329,
327,
328,
327,
328,
327,
326,
326,
327,
328,
326,
321,
328,
327,
331,
333,
322,
329,
319,
327,
327,
327,
337,
323,
328,
327,
324,
326,
330,
323,
324,
327,
326,
328,
326,
328,
328,
324,
323,
327,
326,
328,
326,
328,
326,
326,
327,
330,
324,
327,
328,
329,
326,
325,
326,
328,
323,
325,
327,
327,
329,
324,
327,
328,
321,
326,
326,
328,
326,
326,
328,
324,
326,
337,
326,
329,
330,
325,
332,
331,
327,
326,
326,
327,
327,
326,
325,
326,
328,
326,
326,
327,
327,
326,
323,
327,
326,
326,
328,
327,
326,
327,
328,
327,
322,
327,
327,
326,
322,
326,
328,
327,
327,
327,
327,
330,
327,
328,
322,
327,
328,
326,
328,
327,
328,
328,
327,
326,
327,
327,
326,
327,
327,
328,
326,
328,
326,
325,
327,
328,
325,
320,
323,
328,
327,
327,
327,
329,
327,
325,
328,
330,
326,
327,
327,
322,
326,
326,
328,
327,
326,
328,
327,
327,
328,
327,
325,
325,
328,
322,
325,
327,
332,
326,
325,
328,
327,
327,
330,
324,
327,
327,
326,
326,
329,
330,
328,
327,
327,
327,
328,
328,
326,
324,
327,
324,
319,
324,
325,
323,
324,
327,
326,
326,
324,
331,
327,
327,
324,
327,
327,
326,
328,
328,
326,
328,
326,
328,
328,
326,
323,
330,
329,
327,
328,
327,
320,
328,
329,
326,
322,
325,
328,
327,
324,
327,
327,
325,
325,
326,
327,
325,
327,
329,
327,
327,
325,
326,
325,
325,
327,
327,
327,
327,
327,
326,
328,
329,
320,
327,
330,
325,
325,
327,
327,
327,
326,
327,
330,
328,
326,
326,
328,
327,
325,
327,
326,
327,
327,
327,
327,
328,
327,
326,
327,
326,
327,
325,
323,
325,
324,
325,
320,
326,
327,
327,
322,
327,
329,
327,
328,
328,
327,
322,
326,
329,
326,
333,
327,
330,
327,
327,
326,
328,
326,
328,
327,
327,
325,
325,
326,
327,
325,
326,
328,
327,
329,
326,
328,
327,
325,
326,
328,
326,
325,
323,
327,
328,
326,
327,
326,
328,
330,
328,
326,
328,
327,
326,
330,
328,
327,
327,
325,
324,
332,
321,
327,
328,
326,
325,
326,
327,
327,
327,
327,
327,
325,
326,
328,
327,
328,
330,
327,
325,
325,
327,
336,
325,
324,
328,
327,
326,
329,
326,
328,
327,
329,
323,
328,
327,
326,
327,
327,
326,
326,
326,
327,
326,
325,
326,
326,
326,
327,
326,
326,
328,
329,
327,
327,
322,
327,
327,
328,
324,
324,
328,
328,
332,
327,
328,
325,
326,
327,
327,
327,
328,
327,
329,
326,
325,
327,
328,
324,
328,
326,
328,
328,
327,
325,
329,
328,
328,
326,
328,
326,
327,
327,
327,
327,
327,
328,
326,
331,
327,
326,
326,
329,
330,
326,
327,
327,
329,
328,
326,
327,
323,
326,
329,
327,
323,
328,
326,
325,
328,
327,
327,
327,
326,
326,
328,
327,
327,
325,
328,
330,
325,
328,
327,
326,
324,
326,
327,
326,
325,
323,
325,
327,
327,
326,
325,
327,
326,
323,
322,
325,
327,
327,
332,
326,
327,
328,
332,
326,
326,
327,
324,
327,
325,
330,
327,
326,
327,
326,
326,
326,
328,
325,
332,
327,
327,
326,
328,
327,
324,
328,
328,
327,
319,
332,
327,
327,
326,
326,
324,
325,
328,
325,
327,
326,
328,
327,
327,
326,
328,
328,
326,
326,
327,
327,
326,
327,
324,
326,
